event_id,target,lepton_pt,lepton_eta,lepton_phi,mem_pt,mem_phi,jet1_pt,jet1_eta,jet1_phi,jet1_btag,jet2_pt,jet2_eta,jet2_phi,jet2_btag,jet3_pt,jet3_eta,jet3_phi,jet3_btag,jet4_pt,jet4_eta,jet4_phi,jet4_btag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb
1003923 , 1 , 73.0868 , 0.127422 , 2.00582 , 88.1606 , 1.1069 , 37.8553 , -0.93269 , 1.66575 , 0 , 99.0474 , -1.00248 , -2.47349 , 1.00001 , 107.741 , -2.49876 , -1.7814 , 0 , 137.525 , -0.992838 , -0.283472 , 2.00002 , 157.173 , 251.855 , 84.7789 , 269.27 , 193.585 , 438.668 , 682.641
1003924 , 0 , 34.8354 , -1.73448 , 3.02602 , 70.1376 , 1.76895 , 71.7725 , -1.18753 , 0.454983 , 0 , 75.8449 , 0.0887501 , 2.93798 , 2.00002 , 121.384 , -0.665708 , -0.722593 , 0 , 39.7968 , -2.79987 , -3.11727 , 0 , 86.9754 , 153.504 , 79.4129 , 121.821 , 55.8378 , 219.971 , 309.456
1003925 , 1 , 21.403 , -2.10514 , 0.204027 , 47.6713 , 0.321651 , 43.1151 , -1.48201 , 0.371549 , 0 , 16.0347 , 1.18266 , -2.9941 , 0 , 22.0365 , -1.08333 , 2.66772 , 0 , 42.4049 , -0.265912 , -1.70048 , 2.00002 , 59.5674 , 123.971 , 79.9676 , 117.642 , 29.1368 , 176.363 , 254.174
1003926 , 0 , 39.4746 , -1.15114 , 2.47328 , 27.1893 , -2.04267 , 14.4351 , -2.53795 , 2.27985 , 0 , 22.4564 , -1.16644 , -2.10039 , 0 , 35.1853 , -1.67988 , 3.07404 , 0 , 94.3789 , -0.817794 , 0.0180392 , 0.999969 , 40.3348 , 139.425 , 78.0819 , 109.553 , 34.4524 , 207.147 , 290.313
1003927 , 1 , 26.2341 , 0.609345 , 2.57034 , 35.049 , -2.11628 , 32.9844 , -0.558852 , 2.27182 , 0 , 30.0059 , 2.44995 , -2.53011 , 0 , 103.423 , 0.208514 , 0.623733 , 2.00002 , 50.4349 , 0.746178 , -0.256896 , 1.99994 , 137.753 , 192.045 , 79.4354 , 211.54 , 71.5474 , 314.338 , 440.224
1003928 , 1 , 91.974 , 0.261844 , 1.84236 , 25.5146 , 0.508527 , 73.0625 , -0.223919 , -1.36805 , 1.99994 , 47.496 , 0.995476 , -1.89831 , 0 , 30.3764 , -0.508483 , 1.40371 , 1.00001 , 39.6849 , 1.23352 , -2.24891 , 0 , 69.0101 , 147.289 , 81.2381 , 94.8683 , 95.815 , 233.61 , 342.799
1003929 , 0 , 96.9973 , -1.29791 , 3.11916 , 15.202 , 2.61955 , 34.7012 , -0.896639 , 0.751858 , 0 , 41.3574 , -0.038045 , -2.8671 , 2.00002 , 89.4302 , 0.900684 , 0.336188 , 1.99994 , 17.452 , 0.679345 , -1.51434 , 0 , 63.6793 , 154.818 , 77.6131 , 125.039 , 132.035 , 353.104 , 435.574
1003930 , 1 , 18.9056 , 2.09132 , 0.0582759 , 25.189 , 2.58804 , 184.255 , 1.17703 , -1.36378 , 0 , 164.549 , 1.10906 , 2.17597 , 1.99994 , 84.8615 , -0.239586 , -0.925057 , 2.00002 , 76.1375 , -0.354309 , 1.50041 , 0 , 85.655 , 193.754 , 82.995 , 166.371 , 284.86 , 438.595 , 506.937
1003931 , 1 , 102.337 , 1.38558 , -2.2711 , 12.065 , -1.41411 , 110.069 , 1.21886 , 0.396333 , 2.00002 , 51.4418 , 0.343564 , 2.77587 , 1.99994 , 72.1978 , -1.30502 , -2.42332 , 0 , 82.1566 , 0.684867 , 1.5026 , 0 , 81.1456 , 147.591 , 82.2995 , 154.112 , 144.681 , 307.414 , 420.704
1003932 , 1 , 53.593 , 0.818838 , -0.231542 , 64.9746 , -3.11252 , 96.4148 , 0.635789 , 2.90891 , 2 , 101.034 , 1.23192 , 0.493515 , 2.00002 , 102.074 , 2.11986 , 1.19403 , 0 , 144.136 , -1.05151 , -1.51695 , 0 , 76.4632 , 171.585 , 106.274 , 196.92 , 181.327 , 322.617 , 439.018
1003933 , 1 , 18.6009 , -0.994399 , 1.49197 , 95.1097 , -1.44515 , 41.347 , 0.167473 , 1.85903 , 0 , 89.8472 , -0.741355 , -0.1182 , 2.00002 , 70.2887 , -1.20769 , -1.35244 , 2.00002 , 211.777 , 0.745959 , 2.38084 , 0 , 76.6478 , 333.667 , 80.7725 , 113.794 , 101.778 , 560.873 , 690.487
1003934 , 1 , 45.4179 , 1.68348 , 1.70345 , 34.2151 , 0.20456 , 63.2407 , 1.38617 , -2.6655 , 0 , 107.275 , 0.708385 , -0.258872 , 1.99994 , 86.2612 , 0.423593 , -2.70768 , 0 , 41.4288 , -0.017414 , 1.57985 , 1 , 74.9162 , 168.446 , 79.4555 , 159.995 , 121.118 , 330.222 , 434.02
1003935 , 1 , 77.9047 , 0.175034 , 1.21158 , 56.5652 , -0.135211 , 57.6106 , -1.42204 , 2.45374 , 0 , 182.938 , -0.0743751 , -1.37146 , 1.99994 , 85.7533 , 0.215413 , 2.23711 , 2.00002 , 50.6227 , -0.802641 , 1.83939 , 0 , 85.1264 , 215.522 , 88.9798 , 168.232 , 237.309 , 400.396 , 483.252
1003936 , 1 , 33.2943 , -0.604668 , -0.862191 , 81.7988 , -1.39464 , 135.568 , 0.828017 , 2.16815 , 1.99994 , 24.6706 , -2.40512 , -2.49827 , 0 , 25.8724 , 1.46718 , 0.715511 , 0 , 31.0641 , 0.253414 , 0.122834 , 2.00002 , 163.298 , 211.29 , 83.7726 , 283.551 , 115.267 , 387.597 , 534.629
1003937 , 1 , 84.0565 , -0.794382 , 2.09894 , 62.0161 , 0.885609 , 44.4903 , -0.432174 , 0.926071 , 0 , 23.3651 , 0.886066 , -1.25944 , 0 , 81.8108 , 0.290549 , -2.05841 , 1.99994 , 29.3685 , -1.55949 , -3.0465 , 2 , 75.4618 , 148.822 , 86.9985 , 138.484 , 116.878 , 315.984 , 401.28
1003938 , 1 , 32.6535 , -1.19739 , -2.2778 , 28.3443 , -1.41705 , 126.106 , 1.79713 , 0.664441 , 0 , 290.993 , -0.143642 , -2.47071 , 0 , 181.916 , -0.851917 , 0.721583 , 0 , 49.5703 , -0.244668 , 1.28018 , 2 , 67.3481 , 124.054 , 80.6887 , 154.578 , 112.001 , 350.286 , 480.108
1003939 , 0 , 40.5449 , 0.155254 , -1.49075 , 62.7178 , 2.71644 , 82.938 , 1.13656 , 0.346747 , 2.00002 , 44.5005 , 0.209546 , -2.19676 , 0 , 48.3906 , 0.0187574 , -0.182795 , 0 , 84.7624 , 0.146436 , 2.75624 , 1.99994 , 80.2691 , 162.708 , 84.1049 , 138.863 , 166.606 , 289.199 , 424.367
1003940 , 1 , 62.7582 , 0.648209 , -2.83651 , 55.8405 , 2.43301 , 48.0033 , 0.27643 , 2.53049 , 0 , 95.6299 , -0.966303 , -0.148682 , 1.99994 , 45.9589 , 0.36069 , -0.66707 , 2.00002 , 27.5564 , -0.160972 , 0.747424 , 0 , 61.5683 , 188.366 , 77.2518 , 162.606 , 101.333 , 339.255 , 418.397
1003941 , 1 , 43.5926 , 0.0211944 , 2.3142 , 41.2372 , -0.189882 , 69.8526 , -0.543876 , -1.31827 , 2.00002 , 82.9531 , 0.338794 , -2.85734 , 0 , 93.3454 , -1.55398 , 1.02095 , 0 , 58.3663 , -0.695632 , -2.85836 , 0 , 76.6939 , 168.404 , 81.6649 , 116.698 , 87.5698 , 245.125 , 346.155
1003942 , 0 , 44.8743 , 1.00607 , 2.5887 , 43.8565 , -2.54507 , 74.907 , -1.37712 , 2.51685 , 0 , 62.6894 , -1.0996 , 0.197548 , 2.00002 , 56.3702 , 0.568766 , 0.218712 , 0 , 41.9025 , 0.728698 , -1.11985 , 2 , 78.409 , 162.324 , 78.2472 , 143.197 , 125.427 , 291.408 , 424.31
1003943 , 0 , 167.105 , -0.103083 , -2.05672 , 47.6377 , 2.77425 , 173.597 , -1.23765 , 1.08095 , 2.00002 , 140.489 , -0.687795 , 0.515978 , 0 , 195.54 , -0.279655 , -2.80457 , 0.999969 , 68.7535 , 0.914043 , 0.0295619 , 0 , 82.3071 , 190.293 , 118.994 , 196.31 , 346.397 , 613.952 , 803.976
1003944 , 1 , 34.4705 , 1.7342 , 2.11595 , 36.055 , 0.698439 , 85.7402 , 1.04336 , 1.57593 , 0 , 60.4027 , 1.01635 , -2.33903 , 0 , 47.3581 , 0.461187 , 2.49959 , 2.00002 , 82.5195 , 0.532531 , -1.29961 , 2 , 87.3494 , 150.182 , 82.5291 , 171.183 , 117.295 , 239.848 , 373.475
1003945 , 0 , 83.8694 , 0.108437 , 2.68277 , 53.4908 , 1.68945 , 32.3691 , -0.741593 , 0.462318 , 1.00001 , 23.5694 , -1.08257 , -1.9164 , 2.00002 , 100.691 , -1.52427 , -1.15625 , 0 , 23.6074 , -1.57101 , 0.250452 , 0 , 62.4983 , 115 , 82.4837 , 158.61 , 55.0962 , 206.285 , 446.194
1003946 , 0 , 62.5238 , 0.896242 , -1.95364 , 18.0268 , -0.885316 , 112.88 , -0.366776 , 2.29859 , 1.00001 , 59.9544 , 1.16734 , 1.68243 , 0 , 70.7543 , 0.280672 , -1.72599 , 0 , 151.204 , 1.30006 , -0.400865 , 1.99994 , 85.6462 , 172.276 , 81.029 , 210.799 , 312.053 , 440.918 , 563.978
1003947 , 1 , 38.1006 , -0.736621 , -3.01818 , 65.7134 , -2.0742 , 58.9424 , -2.58017 , 0.775374 , 0 , 49.3053 , -0.633358 , -0.758978 , 1 , 100.592 , -0.418237 , 1.99039 , 0 , 43.2038 , -1.88236 , -0.79934 , 0 , 83.0003 , 166.587 , 81.0573 , 94.3922 , 54.1155 , 207.741 , 340.692
1003948 , 0 , 271.04 , 0.735643 , 1.70959 , 280.115 , -1.11508 , 34.6483 , -0.732982 , -1.36141 , 2.00002 , 86.9083 , 1.03335 , -1.17705 , 2 , 190.714 , -0.7299 , 2.91317 , 0 , 543.855 , -0.504602 , -0.902899 , 0 , 546.083 , 594.33 , 313.539 , 575.95 , 106.509 , 808.854 , 1511.93
1003949 , 1 , 38.2449 , 1.18159 , 0.596089 , 28.5806 , -3.112 , 74.3732 , 0.747791 , 2.09263 , 1.99994 , 95.3401 , 1.27508 , -1.86823 , 0 , 15.566 , -0.124888 , -0.717965 , 0 , 31.8019 , 0.85156 , -0.913958 , 0 , 70.0852 , 194.286 , 78.0626 , 132.745 , 105.046 , 286.618 , 362.028
1003950 , 0 , 30.7272 , 1.1159 , 2.09348 , 12.4703 , 1.88336 , 25.3615 , -0.242051 , 2.58896 , 0 , 60.3295 , -1.07084 , -2.22762 , 2.00002 , 65.626 , -0.68745 , -0.55319 , 1.99994 , 26.3536 , 1.55144 , 0.283263 , 0 , 70.299 , 179.285 , 78.6888 , 164.206 , 99.1243 , 273.343 , 356.934
1003951 , 1 , 16.6871 , -1.73646 , -2.48075 , 38.4416 , 1.76599 , 68.9634 , 0.488426 , -2.53136 , 0 , 17.2378 , 1.37148 , 2.25898 , 0 , 40.5515 , 0.338659 , -0.435522 , 2.00002 , 45.3839 , -1.43889 , 0.379654 , 2.00002 , 82.7257 , 184.643 , 81.2057 , 128.71 , 96.5301 , 234.543 , 319.343
1003952 , 1 , 92.7184 , -0.336777 , -0.238642 , 18.249 , -2.91673 , 66.8784 , -0.963131 , -2.55473 , 1.99994 , 63.6971 , -0.421209 , 2.7129 , 0 , 44.0804 , -1.13639 , -0.505257 , 0 , 38.9115 , -1.67112 , 2.39628 , 2.00002 , 79.0194 , 141.99 , 82.4041 , 176.049 , 74.9595 , 249.854 , 323.602
1003953 , 1 , 54.1885 , 0.180427 , -0.389511 , 38.0232 , 0.12044 , 67.3193 , -0.137908 , 2.52805 , 0 , 21.3946 , 0.25422 , 1.74745 , 0 , 25.7726 , 0.552547 , 0.339296 , 2.00002 , 68.1557 , -0.196075 , -2.54084 , 2.00002 , 33.165 , 109.323 , 81.5851 , 111.376 , 89.4348 , 214.644 , 310.796
1003954 , 0 , 57.885 , 0.407362 , -2.78715 , 175.082 , -2.4357 , 58.8428 , -1.01486 , -2.94335 , 0 , 29.7234 , 0.909295 , 2.23792 , 2 , 52.8744 , 0.653024 , -0.153581 , 0 , 243.001 , 0.582696 , 0.607322 , 1.99994 , 149.723 , 190.089 , 78.0906 , 498.431 , 129.786 , 542.774 , 694.057
1003955 , 1 , 75.249 , -2.22697 , -2.15203 , 66.1053 , -1.19407 , 44.884 , -0.643555 , -1.4585 , 1.00001 , 34.0062 , -1.99458 , 0.568963 , 0 , 46.4605 , -0.231294 , 2.11448 , 2.00002 , 138.483 , -1.10076 , 1.42098 , 0 , 85.5289 , 157.759 , 82.058 , 153.227 , 89.2178 , 277.184 , 478.672
1003956 , 1 , 85.6818 , 0.485983 , -0.93302 , 108.043 , -1.34937 , 213.772 , -1.96637 , 1.65851 , 0 , 51.7824 , 0.423259 , -0.386513 , 2.00002 , 65.223 , -0.0627861 , -1.86002 , 2.00002 , 74.0007 , 1.39493 , 2.81042 , 0 , 545.843 , 705.131 , 84.9936 , 126.37 , 84.4688 , 847.583 , 1171.73
1003957 , 0 , 49.6706 , 0.429249 , -2.25409 , 76.9031 , -0.13354 , 70.8689 , 0.187041 , 0.756325 , 1.99994 , 57.6742 , 0.054901 , -0.784618 , 0 , 59.8611 , 0.392161 , 1.98243 , 2 , 89.2326 , -1.71217 , -2.54612 , 0 , 175.617 , 288.479 , 104.539 , 179.27 , 77.0679 , 404.502 , 569.201
1003958 , 1 , 39.0769 , 1.07196 , -1.16652 , 60.9766 , 0.964806 , 105.479 , 0.56197 , -2.93593 , 0 , 80.637 , 1.12601 , 1.6608 , 2.00002 , 87.5206 , 2.69544 , -1.18426 , 0 , 57.7767 , -0.0326584 , 0.742862 , 2 , 75.2161 , 193.027 , 85.8483 , 147.135 , 101.613 , 298.308 , 388.751
1003959 , 1 , 17.7334 , 0.269195 , -0.630435 , 70.9159 , -1.47959 , 43.1781 , -0.950377 , -1.8396 , 0 , 50.9914 , -0.673928 , 2.53922 , 1.99994 , 34.4535 , -0.170948 , 0.656712 , 2 , 84.9128 , -1.46545 , 1.16661 , 0 , 83.0623 , 143.705 , 83.9542 , 179.26 , 70.4488 , 333.375 , 688.617
1003960 , 1 , 40.1824 , 0.3167 , 2.35913 , 54.524 , -1.8498 , 47.7171 , -1.05942 , -1.2771 , 2.00002 , 31.4029 , 1.5906 , 2.61232 , 0 , 71.3286 , 1.35679 , 0.785184 , 0 , 48.866 , 0.228962 , 1.04005 , 2.00002 , 75.6684 , 126.929 , 78.7937 , 154.201 , 107.814 , 310.738 , 390.213
1003961 , 0 , 18.8534 , -0.601057 , 2.375 , 45.705 , 2.53111 , 76.1857 , 0.884221 , -1.87108 , 1.99994 , 18.0368 , 0.629147 , -2.85277 , 0 , 103.22 , 0.87719 , -0.142372 , 2.00002 , 37.2654 , 0.416207 , 2.45649 , 0 , 58.153 , 183.493 , 82.4155 , 161.81 , 135.484 , 285.915 , 367.515
1003962 , 1 , 58.5034 , -0.346317 , 2.3858 , 124.245 , 1.72785 , 41.7761 , -0.485763 , -1.879 , 2.00002 , 43.2244 , -1.19361 , -1.76894 , 0 , 110.359 , -1.10464 , -0.883699 , 0 , 34.0784 , -0.56377 , 1.36039 , 1 , 60.0526 , 160.806 , 80.3808 , 191.442 , 76.3704 , 222.931 , 414.407
1003963 , 0 , 26.3751 , 0.580937 , -1.36666 , 145.195 , -0.30731 , 51.6342 , -0.100235 , -2.0442 , 1.00001 , 16.9786 , 1.61957 , 1.33361 , 0 , 77.5909 , -0.977134 , 1.81713 , 0 , 22.9146 , 0.996419 , -2.32751 , 2.00002 , 120.597 , 168.465 , 77.5482 , 217.116 , 45.4716 , 253.35 , 505.09
1003964 , 1 , 18.6562 , -1.45641 , -1.25003 , 82.934 , -2.01352 , 20.9416 , -1.95442 , 1.62207 , 0 , 36.9944 , -0.814027 , -0.547398 , 0 , 118.072 , -1.06106 , 1.18206 , 1.99994 , 44.2524 , -1.07604 , -2.64189 , 0 , 73.791 , 172.613 , 85.6743 , 136.958 , 84.8305 , 297.873 , 412.266
1003965 , 1 , 61.0028 , -1.26767 , 1.48763 , 41.1423 , 0.0367871 , 28.6979 , -1.13051 , 0.345177 , 0 , 25.6228 , -0.268328 , -2.36111 , 2 , 33.7368 , -1.94409 , 2.09561 , 0 , 102.065 , -0.433971 , -1.81673 , 1.99994 , 56.332 , 180.845 , 80.1806 , 148.443 , 30.6229 , 270.809 , 358.002
1003966 , 0 , 39.5192 , -0.000955794 , -2.18374 , 88.7715 , 3.05507 , 49.8468 , -0.704507 , 0.237752 , 2 , 163.565 , -1.04692 , -0.926723 , 0 , 130.193 , -1.01604 , 2.42073 , 2.00002 , 81.6557 , -2.23281 , 1.37186 , 0 , 231.676 , 284.905 , 78.3934 , 282.048 , 145.748 , 493.262 , 810.247
1003967 , 1 , 50.577 , 0.807753 , 3.01861 , 26.323 , 0.878468 , 94.8748 , -0.625708 , 2.55177 , 0.999969 , 89.951 , 0.266185 , 1.75389 , 1.00001 , 121.035 , 1.24635 , -0.48258 , 0 , 41.1926 , 0.0136901 , -1.61724 , 0 , 72.6889 , 184.266 , 75.6916 , 134.611 , 112.774 , 311.478 , 424.818
1003968 , 1 , 26.4071 , -0.0633817 , -1.05629 , 75.0928 , -0.160873 , 22.1374 , -2.64318 , 1.86943 , 0 , 18.8943 , 0.0616397 , 0.779639 , 0 , 111.527 , -0.439838 , -3.08206 , 1.99994 , 37.2731 , 1.3801 , 1.28542 , 2.00002 , 75.3544 , 192.443 , 78.525 , 140.509 , 164.381 , 345.399 , 534.987
1003969 , 0 , 37.5945 , 0.655131 , 2.61349 , 57.5216 , -1.22084 , 83.7639 , 0.448329 , -1.07186 , 0 , 91.7276 , 1.02563 , 1.3453 , 2.00002 , 120.106 , -0.494245 , 0.601493 , 0 , 60.3785 , 0.457706 , -2.76819 , 2.00002 , 101.176 , 233.913 , 81.936 , 178.375 , 132.611 , 456.831 , 557.675
1003970 , 1 , 98.0538 , -1.7365 , -3.00999 , 15.2622 , -1.7166 , 151.632 , -0.768592 , 0.461871 , 1.99994 , 30.9772 , -1.2783 , -0.276188 , 0 , 72.6797 , -0.769032 , -2.48651 , 1.00001 , 36.8301 , -2.27377 , 2.67134 , 0 , 76.0268 , 149.071 , 83.5954 , 284.269 , 192.002 , 361.87 , 436.636
1003971 , 1 , 29.7792 , -2.07203 , 2.05288 , 173.996 , 3.03843 , 39.6693 , -0.854843 , 0.747558 , 0 , 20.2626 , -0.779033 , 1.32668 , 0 , 22.8386 , 1.43832 , -0.18176 , 0 , 100.133 , -1.29531 , -0.692133 , 1.99994 , 92.0645 , 214.81 , 84.034 , 163.079 , 48.1348 , 331.592 , 564.312
1003972 , 0 , 83.4001 , 0.699375 , 0.264022 , 18.294 , 0.269613 , 36.1408 , 0.830395 , -2.47372 , 2.00002 , 55.9222 , 1.00456 , 1.33835 , 2.00002 , 72.1105 , 1.82518 , -2.18792 , 0 , 21.1704 , 2.75738 , -2.18113 , 0 , 39.8601 , 165.918 , 83.6625 , 152.692 , 88.0178 , 207.174 , 421.419
1003973 , 1 , 45.1201 , 0.0877715 , -0.650433 , 38.3467 , 2.94101 , 46.7595 , -0.750432 , -1.46609 , 0 , 27.1122 , 0.389754 , -2.26974 , 2 , 53.3599 , 1.24993 , -2.49734 , 1.00001 , 161.068 , -0.543625 , 1.74349 , 0 , 77.5473 , 156.628 , 84.4507 , 147.387 , 36.0096 , 305.822 , 403.671
1003974 , 0 , 54.8048 , 1.25944 , 2.17541 , 33.122 , -1.38448 , 57.079 , 0.990942 , -2.04941 , 0 , 103.883 , 1.16797 , 0.585933 , 1.99994 , 80.4064 , 0.0223087 , -2.78951 , 2.00002 , 16.841 , 1.94382 , 0.575328 , 0 , 66.0432 , 178.745 , 81.0904 , 172.621 , 194.141 , 337.413 , 421.726
1003975 , 0 , 24.1161 , 1.18267 , 1.76501 , 38.9685 , -1.15007 , 30.9845 , 2.68246 , -2.76657 , 0 , 34.7084 , -0.348647 , -0.344119 , 0 , 116.039 , -0.570358 , -2.39825 , 1.99994 , 143.185 , -1.09017 , 0.915215 , 2.00002 , 142.516 , 339.622 , 80.6948 , 493.294 , 251.372 , 674.061 , 909.279
1003976 , 1 , 43.1059 , 0.953154 , 2.30362 , 64.802 , 0.306729 , 58.4088 , -1.41252 , -0.587108 , 2.00002 , 26.6357 , -1.29843 , -3.07793 , 0 , 59.6784 , 0.471068 , -0.694051 , 0 , 62.6018 , -0.886194 , 2.80028 , 1.99994 , 103.771 , 178.49 , 87.6355 , 229.982 , 130.449 , 351.56 , 471.73
1003977 , 0 , 25.73 , -0.103252 , 2.37036 , 66.9685 , 0.418503 , 101.926 , 0.953685 , 2.23992 , 0 , 68.0918 , 0.48794 , -0.26563 , 0 , 47.1572 , -0.611639 , -2.45463 , 2 , 93.2369 , 0.199551 , -1.32879 , 1.99994 , 156.37 , 253.08 , 79.2901 , 172.266 , 88.0084 , 356.563 , 428.363
1003978 , 1 , 56.492 , 1.06021 , 2.58071 , 72.9566 , 1.02595 , 43.0757 , -1.01581 , 1.19474 , 2 , 58.1552 , 1.76175 , -1.55937 , 0 , 81.3081 , -0.387654 , -2.06761 , 1.99994 , 38.2445 , -0.268079 , -0.557536 , 0 , 83.6422 , 173.845 , 89.132 , 254.863 , 119.471 , 358.935 , 436.64
1003979 , 1 , 28.9735 , 0.721165 , -2.55329 , 71.1216 , 1.67196 , 149.616 , 0.19423 , -1.7007 , 1.00001 , 86.127 , -0.163723 , 1.50306 , 0 , 26.1416 , 0.879954 , 0.39122 , 0 , 21.2076 , -1.20416 , -2.55526 , 2.00002 , 69.3841 , 140.05 , 85.1663 , 222.142 , 96.9039 , 308.737 , 417.477
1003980 , 1 , 30.3942 , -0.936247 , -1.54052 , 41.1465 , -1.30918 , 56.0626 , 0.0242436 , 0.721147 , 2.00002 , 114.463 , 0.231597 , 2.07947 , 2.00002 , 25.1072 , 0.0110048 , 2.97328 , 0 , 62.9298 , 0.348712 , -1.24171 , 0 , 69.6638 , 185.733 , 79.9282 , 155.994 , 103.589 , 278.82 , 360.203
1003981 , 0 , 37.6163 , -0.466884 , 2.79821 , 45.6737 , -1.57631 , 71.0961 , 0.963443 , -1.00104 , 0 , 51.9457 , -0.123558 , -0.0748206 , 0 , 51.813 , -1.28825 , 2.70159 , 0 , 74.6041 , 0.00338762 , 1.29095 , 2 , 84.4594 , 167.938 , 79.2759 , 187.443 , 120.897 , 276.465 , 405.262
1003982 , 0 , 65.6104 , 0.905795 , -0.0528354 , 53.0424 , 1.72416 , 22.9963 , -0.0413958 , -0.0868825 , 2 , 69.3954 , 0.350899 , -0.853593 , 0 , 75.1352 , 1.44599 , 2.4852 , 0 , 32.0294 , 1.02154 , 0.387582 , 2.00002 , 83.2902 , 124.509 , 91.1903 , 120.497 , 35.7004 , 153.576 , 277.554
1003983 , 0 , 137.905 , 0.568842 , -0.676152 , 32.3954 , 0.948481 , 46.9029 , 1.44337 , 0.932462 , 2.00002 , 33.1464 , -0.457454 , -2.4173 , 0 , 110.532 , 0.29366 , 2.37084 , 1.99994 , 59.2504 , 0.604246 , -2.80891 , 0 , 51.7544 , 166.746 , 93.1573 , 261.656 , 126.377 , 335.041 , 469.779
1003984 , 1 , 30.837 , 0.131303 , 1.91278 , 69.409 , -1.31379 , 247.856 , 1.42492 , 1.97239 , 0 , 94.6994 , -0.152063 , -2.06162 , 0 , 90.8922 , -0.62688 , -0.566259 , 1.00001 , 80.5047 , 0.733487 , -1.28098 , 2 , 114.215 , 179.701 , 94.2218 , 145.358 , 139.103 , 306.948 , 407.149
1003985 , 0 , 29.0509 , -1.97123 , -2.25485 , 63.2681 , 0.722857 , 93.5334 , -1.02093 , -1.19796 , 0 , 19.406 , 0.891236 , -2.41688 , 2 , 42.6768 , -1.29028 , 0.066786 , 0 , 115.398 , -0.968665 , 2.40958 , 1.99994 , 75.4565 , 167.552 , 90.4966 , 213.585 , 120.416 , 309.717 , 450.055
1003986 , 0 , 36.0383 , 0.148447 , 1.97941 , 26.3968 , 1.30909 , 20.7653 , 1.56827 , -1.6076 , 0 , 48.648 , 0.654975 , 0.949442 , 0 , 77.8623 , 1.19014 , -2.17815 , 2.00002 , 37.8982 , -0.844619 , -0.116669 , 2.00002 , 66.5902 , 145.986 , 82.6582 , 180.229 , 154.682 , 298.001 , 375.361
1003987 , 1 , 58.6363 , 1.4227 , 0.571931 , 76.6243 , 1.0953 , 75.23 , -0.0801358 , -2.13488 , 2.00002 , 34.0242 , 0.254674 , -0.856019 , 0 , 60.9381 , -2.14955 , -2.20269 , 0 , 46.1876 , 0.0937738 , -2.91696 , 0 , 79.0768 , 192.669 , 81.1754 , 118.837 , 77.4233 , 287.901 , 580.307
1003988 , 1 , 48.791 , 0.676974 , 1.74457 , 22.7441 , 2.25369 , 53.6352 , 1.62625 , 0.406804 , 0 , 34.877 , -1.25357 , -2.02499 , 2 , 37.2578 , 1.95282 , -1.57569 , 0 , 52.6994 , -0.0657751 , 2.83585 , 0 , 78.6751 , 105.849 , 79.2525 , 251.047 , 83.9816 , 291.241 , 433.087
1003989 , 1 , 50.0393 , -1.29254 , 1.05611 , 52.585 , 0.545399 , 88.6398 , 0.546226 , -2.55637 , 2.00002 , 111.01 , -0.375153 , 3.07015 , 1.00001 , 111.896 , 1.27703 , -0.665192 , 0 , 41.3824 , -0.43523 , -1.27941 , 0 , 78.9187 , 167.716 , 79.3488 , 295.305 , 106.612 , 489.837 , 600.843
1003990 , 0 , 19.2793 , 0.00593813 , 2.89329 , 60.2623 , -0.128667 , 74.1749 , 0.0738542 , -2.7727 , 2.00002 , 62.9311 , -1.40966 , -3.02608 , 0 , 60.3131 , -0.842387 , -0.302989 , 1 , 40.6444 , -1.79385 , 1.09597 , 0 , 89.0259 , 169.124 , 80.7141 , 172.065 , 137.346 , 288.086 , 410.611
1003991 , 0 , 25.8383 , 0.823347 , -1.04097 , 88.3347 , 0.805215 , 59.3693 , 0.237904 , 0.817882 , 2.00002 , 19.4445 , 0.243658 , -1.47615 , 0 , 87.5186 , 0.564993 , -2.85722 , 0 , 66.4491 , -0.865201 , -2.97612 , 2.00002 , 82.9381 , 160.348 , 80.078 , 206.29 , 132.296 , 267.859 , 401.233
1003992 , 0 , 92.9383 , -0.222597 , -1.16597 , 86.4089 , -1.50503 , 90.3395 , 0.359689 , -0.879381 , 0 , 208.441 , 0.613518 , 2.41967 , 1.99994 , 87.2207 , 1.15551 , -0.159165 , 2 , 44.1133 , 2.52876 , 1.15164 , 0 , 115.438 , 188.211 , 81.3901 , 367.072 , 250.782 , 503.644 , 651.166
1003993 , 0 , 35.3519 , 0.718947 , 1.37071 , 24.2132 , -2.86823 , 127.776 , 0.646186 , 2.08411 , 0 , 159.287 , 0.713478 , -1.77444 , 0 , 108.537 , -0.548724 , 0.563395 , 2.00002 , 52.8541 , -0.178186 , -0.21161 , 2 , 145.848 , 220.619 , 80.9391 , 160.321 , 59.8909 , 417.078 , 482.589
1003994 , 1 , 63.5366 , -1.50008 , -1.32021 , 32.1637 , 2.17196 , 44.6674 , -1.26242 , -2.25586 , 0 , 29.0453 , 1.47657 , 2.08182 , 0 , 35.658 , -2.56691 , 1.55438 , 0 , 58.8463 , 0.241331 , -0.538017 , 1.99994 , 71.6867 , 178.225 , 89.614 , 155.981 , 93.2199 , 263.419 , 354.147
